,id,date,time,lap,latitude,longitude,velocity,navigation,vehicle_id_id
31393,22065184,2022-07-14,15:05:32,3,-13.5459534,-71.8914536,46,102,SJ07
31433,22028246,2022-07-14,12:39:44,3,-13.5500101,-71.8761254,5,283,SJ07
31533,22047063,2022-07-14,14:02:38,3,-13.5513801,-71.9885071,36,265,SJ07
31575,22065197,2022-07-14,15:05:44,3,-13.5462307,-71.8901917,30,96,SJ07
31712,22065207,2022-07-14,15:05:44,3,-13.5462307,-71.8901917,30,96,SJ07
31750,22065210,2022-07-14,15:06:14,3,-13.5456978,-71.8898198,20,24,SJ07
31975,22065226,2022-07-14,15:06:26,3,-13.5450396,-71.8895115,24,26,SJ07
31989,22065227,2022-07-14,15:06:38,3,-13.5443471,-71.8891004,30,28,SJ07
32025,22065229,2022-07-14,15:06:53,3,-13.5440447,-71.8885224,17,111,SJ07
32038,22065230,2022-07-14,15:08:11,3,-13.5443131,-71.8877928,21,111,SJ07
32049,22035843,2022-07-14,13:13:15,3,-13.5227103,-71.9613657,20,287,SJ07
32050,22039607,2022-07-14,13:29:59,3,-13.5227187,-71.9824865,0,180,SJ07
32096,22032078,2022-07-14,12:56:24,3,-13.5317863,-71.9170972,38,253,SJ07
32122,22065236,2022-07-14,15:08:26,3,-13.5447117,-71.887279,18,198,SJ07
32182,22065240,2022-07-14,15:08:44,3,-13.5454059,-71.887568,6,192,SJ07
32221,22065243,2022-07-14,15:09:06,3,-13.5461241,-71.8877608,19,188,SJ07
32233,22065244,2022-07-14,15:09:26,3,-13.5467872,-71.8879505,8,122,SJ07
32275,22065247,2022-07-14,15:09:41,3,-13.5469856,-71.8871537,25,105,SJ07
32339,22065252,2022-07-14,15:09:53,3,-13.5471901,-71.8863323,28,105,SJ07
32361,22065254,2022-07-14,15:06:26,3,-13.5450396,-71.8895115,24,26,SJ07
32378,22065255,2022-07-14,15:10:05,3,-13.5474184,-71.8855283,21,105,SJ07
32399,22065257,2022-07-14,15:10:17,3,-13.5475873,-71.8848435,23,104,SJ07
32448,22047129,2022-07-14,14:02:50,3,-13.5511934,-71.9896485,49,257,SJ07
32450,22065260,2022-07-14,15:10:40,3,-13.5477629,-71.884197,19,103,SJ07
32481,22065262,2022-07-14,15:10:58,3,-13.5479509,-71.8835623,18,107,SJ07
32553,22065267,2022-07-14,15:11:22,3,-13.5481553,-71.8829245,17,107,SJ07
32563,22035880,2022-07-14,13:13:29,3,-13.5225087,-71.9621182,27,286,SJ07
32719,22032123,2022-07-14,12:56:36,3,-13.5321057,-71.9183819,45,257,SJ07
32826,22065285,2022-07-14,15:11:22,3,-13.5481553,-71.8829245,17,107,SJ07
32880,22065289,2022-07-14,15:11:34,3,-13.5483802,-71.8820536,35,104,SJ07
32894,22065290,2022-07-14,15:11:47,3,-13.548636,-71.8810466,11,115,SJ07
32940,22065293,2022-07-14,15:12:02,3,-13.5488756,-71.8801831,33,101,SJ07
32956,22028353,2022-07-14,12:40:06,3,-13.5497719,-71.8769656,34,287,SJ07
32979,22065296,2022-07-14,15:12:14,3,-13.5491931,-71.8790401,34,107,SJ07
33018,22065299,2022-07-14,15:12:39,3,-13.5494246,-71.8782298,30,103,SJ07
33032,22032144,2022-07-14,12:56:48,3,-13.5323883,-71.9198449,41,255,SJ07
33045,22065301,2022-07-14,15:12:51,3,-13.5497514,-71.8771071,42,106,SJ07
33142,22065308,2022-07-14,15:13:03,3,-13.5501402,-71.8758037,43,106,SJ07
33170,22065310,2022-07-14,15:13:15,3,-13.5504782,-71.8746781,18,111,SJ07
33197,22065312,2022-07-14,15:13:48,3,-13.5506765,-71.8740467,20,102,SJ07
33247,22035928,2022-07-14,13:13:41,3,-13.5222621,-71.9629649,18,290,SJ07
33335,22065322,2022-07-14,15:13:48,3,-13.5506765,-71.8740467,20,102,SJ07
33387,22065325,2022-07-14,15:14:00,3,-13.5509149,-71.8730938,37,103,SJ07
33445,22065330,2022-07-14,15:14:12,3,-13.5512279,-71.871819,46,103,SJ07
33495,22043470,2022-07-14,13:47:01,3,-13.5447196,-71.9819571,8,160,SJ07
33507,22065335,2022-07-14,15:14:24,3,-13.5515384,-71.8705146,36,104,SJ07
33552,22065338,2022-07-14,15:14:39,3,-13.5517463,-71.8696803,30,102,SJ07
33577,22028399,2022-07-14,12:40:18,3,-13.5493935,-71.8781785,45,287,SJ07
33624,22065343,2022-07-14,15:14:51,3,-13.552058,-71.8684982,46,104,SJ07
33689,22065347,2022-07-14,15:15:05,3,-13.5523221,-71.8673487,17,103,SJ07
33749,22065351,2022-07-14,15:15:18,3,-13.5525534,-71.8663528,39,102,SJ07
33841,22065356,2022-07-14,15:15:33,3,-13.5528417,-71.8652881,20,101,SJ07
33853,22032201,2022-07-14,12:57:02,3,-13.532529,-71.920656,8,256,SJ07
33856,22047226,2022-07-14,14:03:02,3,-13.5521165,-71.9910595,39,240,SJ07
33859,22065357,2022-07-14,15:15:46,3,-13.552972,-71.8644344,34,97,SJ07
33889,22047228,2022-07-14,14:03:14,3,-13.551544,-71.9906918,43,58,SJ07
33923,22065361,2022-07-14,15:15:58,3,-13.553166,-71.863103,49,98,SJ07
33955,22047232,2022-07-14,14:03:26,3,-13.5508205,-71.9893918,30,56,SJ07
33986,22065365,2022-07-14,15:16:10,3,-13.5533857,-71.8617332,29,101,SJ07
34039,22065369,2022-07-14,15:16:33,3,-13.5534655,-71.8610552,25,94,SJ07
34068,22065371,2022-07-14,15:16:45,3,-13.5536125,-71.8600811,38,98,SJ07
34147,22065376,2022-07-14,15:16:57,3,-13.5539994,-71.8587764,48,113,SJ07
34294,22065387,2022-07-14,15:17:09,3,-13.5547803,-71.8575016,38,126,SJ07
34365,22065392,2022-07-14,15:17:09,3,-13.5547803,-71.8575016,38,126,SJ07
34396,22065394,2022-07-14,15:17:32,3,-13.5552199,-71.8568446,28,124,SJ07
34418,22065396,2022-07-14,15:17:44,3,-13.5557319,-71.8561303,20,124,SJ07
34477,22043536,2022-07-14,13:47:18,3,-13.5449036,-71.9824197,18,314,SJ07
34478,22065400,2022-07-14,15:18:15,3,-13.5556737,-71.8557244,10,2,SJ07
34503,22065402,2022-07-14,15:18:39,3,-13.5549793,-71.8559979,12,334,SJ07
34596,22039784,2022-07-14,13:30:45,3,-13.5232405,-71.9829334,8,195,SJ07
34816,22047292,2022-07-14,14:03:45,3,-13.5502363,-71.9886699,41,48,SJ07
34922,22028489,2022-07-14,12:40:43,3,-13.5491232,-71.8791707,23,284,SJ07
34997,22032279,2022-07-14,12:57:23,3,-13.5327177,-71.9215004,34,257,SJ07
35232,22043587,2022-07-14,13:47:30,3,-13.5448517,-71.9831134,28,236,SJ07
35287,22039831,2022-07-14,13:31:00,3,-13.5239024,-71.9830871,18,194,SJ07
35496,22047338,2022-07-14,14:03:57,3,-13.5493136,-71.9875975,43,44,SJ07
35771,22032332,2022-07-14,12:57:35,3,-13.532826,-71.9223984,22,267,SJ07
35965,22043637,2022-07-14,13:47:42,3,-13.5454235,-71.9836991,24,222,SJ07
36161,22028574,2022-07-14,12:41:06,3,-13.5488724,-71.8800142,9,282,SJ07
36291,22047392,2022-07-14,14:04:09,3,-13.548597,-71.9866007,38,59,SJ07
36485,22043674,2022-07-14,13:47:54,3,-13.5460335,-71.9842071,22,221,SJ07
36524,22036152,2022-07-14,13:14:36,3,-13.5220242,-71.9637538,27,286,SJ07
36596,22032389,2022-07-14,12:57:47,3,-13.5327164,-71.9233486,38,281,SJ07
36850,22028621,2022-07-14,12:41:20,3,-13.5486895,-71.8808067,30,285,SJ07
36889,22047434,2022-07-14,14:04:21,3,-13.548116,-71.9858995,26,51,SJ07
37065,22036189,2022-07-14,13:14:48,3,-13.5216939,-71.964722,23,290,SJ07
37175,22032429,2022-07-14,12:57:59,3,-13.5323784,-71.9245264,35,285,SJ07
37532,22047478,2022-07-14,14:04:33,3,-13.547531,-71.9852057,22,42,SJ07
37604,22028673,2022-07-14,12:41:32,3,-13.5484717,-71.8816563,31,285,SJ07
37772,22040001,2022-07-14,13:31:44,3,-13.5245734,-71.9833381,7,203,SJ07
37804,22028686,2022-07-14,12:41:44,3,-13.5481732,-71.8827503,41,286,SJ07
37879,22032477,2022-07-14,12:58:11,3,-13.532103,-71.925477,25,292,SJ07
38439,22043807,2022-07-14,13:48:23,3,-13.5466164,-71.9846068,19,206,SJ07
38657,22047555,2022-07-14,14:04:53,3,-13.5468132,-71.984683,40,26,SJ07
38877,22028759,2022-07-14,12:41:56,3,-13.5478069,-71.8839598,27,289,SJ07
39303,22043866,2022-07-14,13:48:35,3,-13.547226,-71.984982,23,215,SJ07
39338,22047601,2022-07-14,14:05:06,3,-13.54584,-71.9839776,2,31,SJ07
40108,22047652,2022-07-14,14:05:22,3,-13.5451684,-71.9833298,24,43,SJ07
40206,22036402,2022-07-14,13:15:48,3,-13.521473,-71.9654787,27,283,SJ07
40336,22032643,2022-07-14,12:58:59,3,-13.5319205,-71.9262284,29,284,SJ07
40510,22028870,2022-07-14,12:42:22,3,-13.5476334,-71.8846928,26,285,SJ07
40640,22040196,2022-07-14,13:32:34,3,-13.5251819,-71.9835506,0,187,SJ07
40714,22047694,2022-07-14,14:05:34,3,-13.5447529,-71.98277,20,75,SJ07
40804,22043968,2022-07-14,13:49:01,3,-13.547756,-71.9854766,21,225,SJ07
40834,22036446,2022-07-14,13:16:00,3,-13.5212133,-71.9663882,17,290,SJ07
41089,22032695,2022-07-14,12:59:11,3,-13.531571,-71.9274073,43,288,SJ07
41394,22044006,2022-07-14,13:49:13,3,-13.5482705,-71.9861616,32,232,SJ07
41454,22028933,2022-07-14,12:42:42,3,-13.5474426,-71.8854421,11,285,SJ07
41944,22032751,2022-07-14,12:59:33,3,-13.531333,-71.9283133,24,284,SJ07
42050,22047783,2022-07-14,14:05:58,3,-13.5444846,-71.982001,8,4,SJ07
42095,22044053,2022-07-14,13:49:25,3,-13.5488238,-71.9870052,32,240,SJ07
42773,22029021,2022-07-14,12:43:04,3,-13.547249,-71.8861729,28,285,SJ07
42841,22032811,2022-07-14,12:59:45,3,-13.531028,-71.9293466,37,286,SJ07
42883,22044106,2022-07-14,13:49:37,3,-13.5494098,-71.9877515,30,223,SJ07
42907,22040347,2022-07-14,13:33:17,3,-13.5256327,-71.9832402,26,115,SJ07
43530,22032857,2022-07-14,12:59:58,3,-13.5308403,-71.9300869,24,282,SJ07
43903,22047906,2022-07-14,14:06:28,3,-13.5435771,-71.9822203,10,35,SJ07
43924,22036651,2022-07-14,13:16:53,3,-13.5209707,-71.9671265,29,288,SJ07
43968,22040418,2022-07-14,13:33:34,3,-13.5259027,-71.9825034,14,103,SJ07
44039,22029106,2022-07-14,12:43:24,3,-13.5470079,-71.8870411,16,282,SJ07
44221,22044195,2022-07-14,13:50:05,3,-13.5499496,-71.9883896,22,228,SJ07
44285,22032907,2022-07-14,13:00:10,3,-13.5305567,-71.9310162,33,285,SJ07
44531,22036692,2022-07-14,13:17:05,3,-13.5207007,-71.9680904,32,285,SJ07
44728,22047962,2022-07-14,14:06:43,3,-13.5428966,-71.9818732,6,10,SJ07
44739,22029153,2022-07-14,12:43:36,3,-13.5468575,-71.8877178,21,283,SJ07
45414,22036750,2022-07-14,13:17:18,3,-13.5205299,-71.9689266,10,276,SJ07
45450,22044276,2022-07-14,13:50:28,3,-13.5504226,-71.9889484,15,236,SJ07
45763,22029220,2022-07-14,12:43:58,3,-13.5463206,-71.8878413,20,16,SJ07
45833,22033010,2022-07-14,13:00:40,3,-13.5303268,-71.9318005,6,290,SJ07
45862,22040544,2022-07-14,13:34:08,3,-13.5261583,-71.9818333,9,108,SJ07
46294,22036809,2022-07-14,13:17:39,3,-13.520409,-71.9696016,22,278,SJ07
46385,22029262,2022-07-14,12:44:10,3,-13.5456303,-71.8876193,26,17,SJ07
46663,22044357,2022-07-14,13:50:49,3,-13.5508652,-71.9895551,10,240,SJ07
46681,22048091,2022-07-14,14:07:16,3,-13.5422947,-71.9822129,8,326,SJ07
47086,22029306,2022-07-14,12:44:22,3,-13.5447534,-71.8873701,30,17,SJ07
47205,22040630,2022-07-14,13:34:33,3,-13.5267569,-71.9819454,12,201,SJ07
47848,22048164,2022-07-14,14:07:38,3,-13.5415671,-71.9818839,34,35,SJ07
48007,22044440,2022-07-14,13:51:04,3,-13.5512669,-71.9902595,26,239,SJ07
48418,22048200,2022-07-14,14:07:50,3,-13.5405804,-71.9813263,37,12,SJ07
48532,22029398,2022-07-14,12:44:40,3,-13.5443094,-71.8876936,17,286,SJ07
48551,22040716,2022-07-14,13:34:49,3,-13.5274998,-71.9822522,11,203,SJ07
49367,22044529,2022-07-14,13:51:37,3,-13.551624,-71.9909385,16,233,SJ07
49701,22048282,2022-07-14,14:08:12,3,-13.5397534,-71.9811383,26,20,SJ07
49760,22033261,2022-07-14,13:01:56,3,-13.5300972,-71.9325442,16,283,SJ07
50012,22044569,2022-07-14,13:51:49,3,-13.5521036,-71.9912149,26,123,SJ07
50239,22048316,2022-07-14,14:08:24,3,-13.5388442,-71.9808281,35,22,SJ07
50544,22037076,2022-07-14,13:18:09,3,-13.5202817,-71.9703144,24,277,SJ07
50592,22037079,2022-07-14,13:18:21,3,-13.5201419,-71.9713493,38,278,SJ07
50622,22033313,2022-07-14,13:02:11,3,-13.5299216,-71.9332616,24,282,SJ07
50717,22044611,2022-07-14,13:52:01,3,-13.5517123,-71.9903637,33,57,SJ07
50731,22037088,2022-07-14,13:18:44,3,-13.5202505,-71.9720324,18,176,SJ07
50897,22048356,2022-07-14,14:08:36,3,-13.5378513,-71.9803375,34,21,SJ07
51515,22029583,2022-07-14,12:45:29,3,-13.5444738,-71.8882612,19,199,SJ07
51541,22044662,2022-07-14,13:52:13,3,-13.5511325,-71.9894679,34,68,SJ07
51605,22033374,2022-07-14,13:02:23,3,-13.5297385,-71.9339367,26,287,SJ07
51738,22037150,2022-07-14,13:18:56,3,-13.5212455,-71.9720366,31,179,SJ07
51740,22048407,2022-07-14,14:08:49,3,-13.5371756,-71.9799625,25,26,SJ07
52155,22044699,2022-07-14,13:52:25,3,-13.5514225,-71.9886037,28,86,SJ07
52250,22040945,2022-07-14,13:35:53,3,-13.5280365,-71.9826204,21,257,SJ07
52570,22033432,2022-07-14,13:02:35,3,-13.5294419,-71.9349968,39,286,SJ07
52838,22033447,2022-07-14,13:02:47,3,-13.5290961,-71.9362409,43,285,SJ07
53211,22029684,2022-07-14,12:45:57,3,-13.54515,-71.8885043,22,198,SJ07
53405,22037249,2022-07-14,13:19:35,3,-13.5220556,-71.972055,9,177,SJ07
53679,22033498,2022-07-14,13:02:59,3,-13.528792,-71.9372389,26,285,SJ07
53825,22029722,2022-07-14,12:46:09,3,-13.5460345,-71.8887833,30,197,SJ07
